,관할보건소,동,설치기관이름,설치기관주소,기관연락처,설치 위치,위도,경도
3440,북구,문흥동,문흥금호타운@,"광주광역시 북구 문산로 99 (문흥동', '금호타운)",062-268-9085,관리사무실,35.190730883719,126.926264532821
3441,북구,일곡동,일곡지구대,광주광역시 북구 설죽로 489 (일곡동),062-573-0112,일곡지구대,35.2030041739885,126.898171419251
3442,북구,우산동,우산지구대,광주광역시 북구 중문로 63 (우산동),062-372-3409,우산지구대,35.1782679904015,126.919835987853
3443,북구,용봉동,용봉지구대,광주광역시 북구 문화소통로 78 (용봉동),062-524-0112,용봉지구대,35.1834371712194,126.902498122958
3444,북구,신안동,역전지구대,광주광역시 북구 태봉로 57 (신안동),062-521-0112,역전지구대,35.1625689813577,126.905036663174
3445,북구,동림동,동운지구대,광주광역시 북구 북문대로 240 (동림동),062-513-2112,동운지구대,35.1871147674042,126.866140827886
3446,북구,문흥동,문흥우산주공1,"광주광역시 북구 면앙로31번길 7 (문흥동', ' 우산주공1차아파트)",062-261-9841,아파트관리사무실,35.1802280066989,126.915226959371
3447,북구,신용동,첨단1휴먼시아@,"광주광역시 북구 첨단연신로 250 (신용동', ' 첨단휴먼시아)",062-573-3993,아파트관리사무실,35.2065777474805,126.858117306388
3448,북구,문흥동,문흥라인1차@,"광주광역시 북구 문산로 61 (문흥동', ' 라인1차아파트)",062-575-4697,라인1차관리사무실,35.1875792619118,126.921896687055
3449,북구,문흥동,문흥우성@,"광주광역시 북구 호동로 99 (문흥동', ' 우성아파트)",062-261-8216,우성아파트관리소,35.1809463672051,126.917151410394
3450,북구,문흥동,문흥지구대,광주광역시 북구 대천로 140-3 (문흥동),062-268-0122,문흥지구대,35.1867670594301,126.921631215592
3451,북구,두암동,두암지구대,광주광역시 북구 군왕로 146 (두암동),062-265-1113,두암지구대,35.1741616486958,126.933155334527
3452,북구,본촌동,건국지구대,광주광역시 북구 본촌마을길102번길 17 (본촌동),062-410-8963,건국지구대,35.2185454491755,126.879690670979
3453,북구,중흥동,중흥동모아타운,"광주광역시 북구 서암대로 199 (중흥동', ' 모아타운)",5295231,103동 1문 경비실,35.1686419395697,126.90545407951
3454,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3455,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3456,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3457,서구,동천동,동천마을6단지,광주광역시 서구 하남대로710번길 5,062-531-4300,관리동 2층,35.1710859001168,126.87082308655
3458,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3459,서구,쌍촌동,광주출입국관리사무소,광주광역시 서구 상무대로911번길 22,062-605-5205,1층로비,35.1528719673867,126.861914912405
3460,서구,내방동,내방마을주공아파트,광주광역시 서구 화운로193번길 25,062-384-8880,관리사무소 2층,35.1549167310919,126.873154175555
3461,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 의무실,35.2268791477147,126.842947893389
3462,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,행정동 현관,35.2268791477147,126.842947893389
3463,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,국제관 로비,35.2268791477147,126.842947893389
3464,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 교수아파트 경비실,35.2268791477147,126.842947893389
3465,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 신소재공학동 현관,35.2268791477147,126.842947893389
3466,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,GIST대학A동 현관,35.2268791477147,126.842947893389
3467,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,중앙도서관 로비,35.2268791477147,126.842947893389
3468,서구,풍암동,신암초등학교,광주광역시 서구 풍암2로 56,062-650-0606,후관 2층 강당,35.1229519532132,126.880927376266
3469,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,체육관 로비,35.2268791477147,126.842947893389
3470,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3471,북구,문흥동,상록아파트,"광주광역시 북구 문산로 20 (문흥동', ' 상록 아파트)",062-268-4438,106동 경비실,35.1825186378177,126.92336576498
3472,북구,양산동,양산호반1차아파트,광주광역시 북구 양산제로137번길 2 양산호반1차 아파트,5714322,101동 경비실앞,35.2046618482992,126.872471337723
3473,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3474,북구,오치동,우산중학교,광주광역시 북구 신촌로 22 우산중학교,062-260-5859,본관 중앙현관,35.1896276715509,126.912395851811
3475,북구,운암동,우성아파트,"광주광역시 북구 서강로 160 운암동', '우성아파트",062-526-1979,관리사무실 내,35.1841407821063,126.877680424729
3476,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,대학기숙사 A동 현관,35.2268791477147,126.842947893389
3477,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 시설관리동 현관,35.2268791477147,126.842947893389
3478,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 고등광기술연구소 현관,35.2268791477147,126.842947893389
3479,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 다산빌딩 현관,35.2268791477147,126.842947893389
3480,북구,운암동,나산건강아파트,"광주광역시 북구 북문대로169번길 20 운암동', ' 나산건강아파트",062-514-3866,정문 경비실내,35.1839440401161,126.869666313808
3481,남구,진월동,남구다목적체육관,광주광역시 남구 화산로 110 진월동,062-673-1000,2층 헬스장 입구 앞,35.1140905177948,126.908625143439
3482,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3483,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3484,북구,일곡동,일곡초등학교,광주광역시 북구 설죽로 530 일곡초등학교,062-570-1608,보건실앞,35.2073407703343,126.898397398236
3485,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3486,북구,두암동,두암동현대아파트,"광주광역시 북구 삼정로 108 (두암동', ' 현대아파트)",062-268-6828,관리사무소 입구,35.173020806648,126.93686259378
3487,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3488,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3489,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3490,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,기전공학동로비,35.2268791477147,126.842947893389
3491,북구,오룡동,광주과학기술원,광주광역시 북구 오룡동 1 광주과학기술원,062-715-2107,광주과학기술원 환경공학동,35.2268791477147,126.842947893389
3492,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3493,북구,임동,기아참피언스필드,광주광역시 북구 서림로 10 기아챔피언스필드 2층,070-7686-8091,관중석,35.1694249627668,126.888805470329
3494,남구,송하동,신애원,광주광역시 남구 송암로 132 (송하동),6740526,1층 현관,35.1148483308616,126.87013975368
3495,남구,봉선동,노틀담형제의집,광주광역시 남구 오방로 4-1 (봉선동),6510788,본관 1층 사무실,35.1257153817649,126.920178249783
3496,남구,이장동,아리랑요양원,광주광역시 남구 복수마을안길 3-4 (이장동),6822700,1층 출입구 쪽,35.0903519898415,126.856416887629
3497,남구,임암동,성요셉요양원,광주광역시 남구 입하2안길 20-22,6721134,2층 다정홀 고운방 입구,35.1067134891817,126.869792559952
3498,북구,두암동,두암주공3단지아파트,"광주광역시 북구 삼정로 50 두암동', ' 주공아파트 3단지",062-268-0886,관리사무소 내,35.1673951833162,126.937776034292
3499,북구,두암동,율곡타운아파트,광주광역시 북구 삼정로 7 율곡타운@관리사무소,062-264-8755,관리사무소내,35.1652899121618,126.934585689736
3500,남구,봉선동,인애w사랑의집,광주광역시 남구 용대로 91 (봉선동) (봉선동),6547777,1층 현관옆,35.1245094062801,126.917692747979
3501,남구,봉선동,봉선모아2단지1차아파트,광주광역시 남구 봉선1로 86,062-673-3536,경비실 3동,35.1274848285572,126.914720684678
3502,서구,풍암동,풍암동부센트레빌,광주광역시 서구 풍암신흥로 40,062-451-0794,통합경비실,35.1201064606628,126.867159976442
3503,서구,쌍촌동,상무중흥S클래스,광주광역시 서구 상무민주로 104,062-371-3200,관리사무소,35.1600449837998,126.860107162752
3504,서구,쌍촌동,빛고을파크시영2단지,광주광역시 서구 화정로 105,062-375-5214,경비실,35.146017374053,126.868959955753
3505,북구,문흥동,문흥대주1차아파트,"광주광역시 북구 평교로 42 문흥동', ' 대주1차아파트",062-464-8012,102동 1문 경비실 내,35.1809967338772,126.926774934891
3506,남구,주월동,(주)빅스포,광주광역시 남구 서문대로 745,062-606-8000,"남', '여 사우나 입구",35.1258091044892,126.897289077519
3507,서구,화정동,화정동라인동산아파트,광주광역시 서구 염화로45번길 13,062-375-7096,통합경비실,35.1384711919648,126.871245619659
3508,남구,양촌동,선경우전문요양원,광주광역시 남구 판촌길 38 (양촌동),6531004,2층 간호사실 앞,35.0592669475996,126.797528377514
3509,남구,행암동,전남성노원,광주광역시 남구 효우로230번길 26-20 (행암동),6746700,1층 사무실옆,35.1048523882675,126.892143917998
3510,광산구,운남동,운남주공2단지아파트관리사무소,광주광역시 광산구 목련로273번길 76 (운남동) 주공아파트,062-955-9272,관리사무소 안,35.1782230725287,126.827632695311
3511,광산구,신창동,신창3차부영아파트관리사무소,광주광역시 광산구 신창로161번길 34 (신창동) 신창3차부영사랑으로아파트,062-962-9381,관리사무소 안,35.199617559559,126.838110969091
3512,동구,학동,조선대학교병원,광주광역시 동구 필문대로 365 (학동),062-220-3119,구급차 안,35.1385485970092,126.928186107501
3513,동구,학동,전남대학교병원,광주광역시 동구 제봉로 42 (학동),062-220-6019,구급차 안,35.1420141967739,126.921984240113
3514,북구,운암동,벽산블루밍메가시티1단지,광주광역시 북구 서강로54번길 55 (운암동) 벽산 블루밍1차아파트,5153770,관리사무소108동테크층,35.1777108306984,126.877018307597
3515,북구,월출동,(주)나눔테크,광주광역시 북구 첨단벤처소로 57 (월출동),9558589,본관2층 전시장,35.2350349901905,126.864902926908
3516,북구,신용동,첨단2지구부영사랑으로,광주광역시 북구 첨단연신로 166 (신용동) 광주첨단2지구 사랑으로 부영아파트,5753083,관리사무소,35.213942288733,126.863493070398
3517,북구,일곡동,일곡동동아아파트,광주광역시 북구 우치로537번길 10 (일곡동) 동아아파트,5720929,관리사무실 출입구,35.2131297287411,126.900382698389
3518,광산구,월곡동,월곡일신아파트관리사무소,광주광역시 광산구 사암로 271 (월곡동) 일신아파트,062-953-3382,경비실 안,35.1687463606696,126.808467294501
3519,남구,덕남동,빛고을전남대학교병원,광주광역시 남구 덕남길 80 (덕남동),062-670-9412,구급차량내,35.0941932831541,126.896198489743
3520,북구,운암동,미라보3차아파트(운암동),광주광역시 북구 서강로 155 (운암동) 미라보아파트,4104200,관리사무소,35.1846934752545,126.876331370468
3521,북구,동림동,우미아파트(동림동),광주광역시 북구 북문대로201번길 10 (동림동) 우미아파트,5133242,103동1층,35.1855590427912,126.869540329612
3522,북구,동림동,푸른마을주공3단지,광주광역시 북구 북문대로 242 (동림동),5134391,관리사무소,35.1872770150151,126.865737069384
3523,북구,운암동,현대아파트(운암동),광주광역시 북구 대자실로 23 (운암동) 현대아파트,5223662,경비실,35.1794968735268,126.873091629095
3524,동구,지산동,광주지방법원,광주광역시 동구 준법로 7-12 (지산동),062-239-1529,6층홀,35.1511594480371,126.93470038072
3525,북구,운암동,벽산블루밍메가시티3단지,광주광역시 북구 대자로 55 (운암동) 벽산 블루밍3차아파트,5153991,관리사무소,35.175709265326,126.878973949033
3526,북구,신용동,첨단자이2차아파트,광주광역시 북구 임방울대로 1020 (신용동) 첨단GS자이 2단지아파트,5754451,통합관제실,35.2111935065123,126.869271776066
3527,북구,일곡동,일곡현대2차아파트,광주광역시 북구 일곡마을로 55 (일곡동) 현대2차아파트,5714170,관리2동 회의실,35.2049280715741,126.895689444876
3528,북구,오치동,오치주공2단지,광주광역시 북구 서하로194번길 15 (오치동) 오치 주공 아파트,2654438,관리사무소입구(201동앞 정문 관리동),35.1848215899113,126.902084205736
3529,북구,임동,임동한국아델리움2단지아파트,광주광역시 북구 천변우로79번길 25 (임동) 한국아델리움 2차,5221661,관리사무소(정문경비실),35.1660764565149,126.887674615236
3530,북구,우산동,우산동현대아파트,광주광역시 북구 호동로 100 (우산동) 현대아파트,2611228,KT상황실,35.1809138065516,126.919254821245
3531,동구,지산동,광주지방법원,광주광역시 동구 준법로 7-12 (지산동),062-239-1529,3층홀,35.1511594480371,126.93470038072
3532,동구,지산동,광주지방법원,광주광역시 동구 준법로 7-12 (지산동),062-239-1529,2층홀,35.1511594480371,126.93470038072
3533,남구,백운동,동아병원,광주광역시 남구 대남대로 238 (백운동),062-650-2000,구급차량내,35.1348835565289,126.900280266664
3534,남구,양림동,광주기독병원,광주광역시 남구 양림로 37 (양림동),062-650-5641,구급차량 내,35.1362325078132,126.911503084987
3536,광산구,운남동,운남주공8단지아파트관리사무소,광주광역시 광산구 목련로153번길 143 (운남동) 주공아파트,062-961-2589,관리사무소 1층 입구,35.1793649899228,126.813685301152
3537,광산구,월곡동,월곡부영아파트관리사무소,광주광역시 광산구 사암로 251 (월곡동) 부영사랑으로아파트,062-951-7175,관리사무소 안,35.1673448294797,126.808232057186
3538,북구,동림동,푸른마을주공2단지,광주광역시 북구 북문대로 242 (동림동),5135728,관리사무소,35.1872770150151,126.865737069384
3539,북구,동림동,푸른마을주공4단지,광주광역시 북구 동림용산로 12 (동림동) 푸른마을주공4단지아파트,5136198,관리사무소,35.1887495288481,126.86967104776
3540,북구,신용동,호반베르디움1단지,광주광역시 북구 첨단연신로133번길 8 (신용동) 호반베르디움,5710084,관리사무실,35.2104952951171,126.86377131628
3541,북구,신용동,용두주공아파트,광주광역시 북구 임방울대로1041번길 15 (신용동) 용두주공아파트,5740336,관리사무소,35.2140944954781,126.868182554668
3542,북구,양산동,본촌동현진에버빌아파트,광주광역시 북구 양산택지로 20 (양산동) 본촌동현진에버빌,5720822,관리사무실,35.2082423768343,126.879238577567
3543,북구,일곡동,일곡롯데아파트,광주광역시 북구 설죽로 595 (일곡동) 롯데아파트,5750433,관리사무소,35.2125128123974,126.89711156997
3544,북구,일곡동,일곡현대1차아파트,광주광역시 북구 일곡로 100 (일곡동) 현대1차아파트,5722803,105동 경비실,35.2088721453467,126.899994952266
3545,북구,일곡동,일곡1차청솔아파트,광주광역시 북구 설죽로 535-1 (일곡동),5752011,관리동내 대표회의실,35.2074122877898,126.897376303323
3546,동구,서석동,광주광역시동구청,"광주광역시 동구 서남로 1', ' 동구청 (서석동)",062-608-3220,동구청 5층 휴게실,35.1461417002004,126.92309316107
3547,광산구,장덕동,장덕초등학교,광주광역시 광산구 수등로 27 (장덕동),062-975-9822,장덕초등학교 1층 현관,35.1862806675671,126.813180941447
3548,동구,대인동,롯데백화점광주점,광주광역시 동구 대인동 7-1,062-221-0117,1층 안전실앞,35.154557861373,126.912183340651
3549,동구,지산동,광주지방법원,광주광역시 동구 준법로 7-12 (지산동),062-239-1529,5층홀,35.1511594480371,126.93470038072
3550,동구,지산동,광주지방법원,광주광역시 동구 준법로 7-12 (지산동),062-239-1529,1층홀,35.1511594480371,126.93470038072
3551,북구,동림동,죽림마을주공아파트,광주광역시 북구 유림로160번길 5 (동림동) 죽림마을주공아파트,5142303,관리사무소,35.1774780248795,126.86647608921
3552,북구,삼각동,삼각그린타운아파트,광주광역시 북구 설죽로389번길 66 (삼각동) (삼각그린타운아파트),5745980,관리사무소,35.1958198253431,126.897824066885
3553,동구,지산동,조선대학교여자고등학교,"광주광역시 동구 지산로 36', ' 조선대학교여자고등학교 (지산동)",062-220-7542,본관1층중앙현관,35.1464460489164,126.932720282964
3554,광산구,신창동,신창부영1차아파트관리사무소,광주광역시 광산구 장신로265번길 22 (신창동) 신창1차부영사랑으로아파트,062-962-9951,관리사무소 안,35.1926903286793,126.8400310785
3555,광산구,신창동,신창부영2차아파트관리사무소,광주광역시 광산구 신창로71번길 33 (신창동) 신창2차부영사랑으로아파트,062-962-7701,관리사무소 안,35.1936267084459,126.833517194893
3556,동구,대인동,광주광역시동부소방서,"광주광역시 동구 제봉로 210', ' 광주광역시동부소방서 (대인동)",062-613-8425,구급차내,35.1544942942489,126.914804784324
3557,광산구,산월동,광주보훈병원,광주광역시 광산구 첨단월봉로 99 (산월동),062-602-6980,1층 로비,35.2080493386187,126.849494394574
3558,광산구,신창동,신창부영5차아파트관리사무소,광주광역시 광산구 신창로71번길 16 (신창동) 신창5차부영사랑으로아파트,062-962-8789,관리사무소 안,35.193511750959,126.836401713446
3559,북구,우산동,우산수영장,광주광역시 북구 중문로 지하 62 (우산동),062-267-8850,지하1층 강사실 앞,35.1778262453046,126.920948066127
3560,북구,양산동,양산동일신2차아파트,광주광역시 북구 상촌로 43 (양산동) 30 양산동일신2차아파트,5716801,제1경비실,35.2116740976391,126.879515201644
3561,동구,지산동,광주지방법원,광주광역시 동구 준법로 7-12 (지산동),062-239-1529,4층홀,35.1511594480371,126.93470038072
3562,동구,동명동,동구노인종합복지관,광주광역시 동구 동명동 154-44,062-232-4958,동구노인종합복지관,35.1504838189251,126.924369025704
3563,동구,서석동,광주광역시동구청,"광주광역시 동구 서남로 1', ' 동구청 (서석동)",062-608-3220,민원봉사과,35.1461417002004,126.92309316107
3564,북구,운암동,벽산블루밍메가시티2단지,광주광역시 북구 서강로53번길 54 (운암동),5153881,무인택배함 옆 벽면,35.1771004810234,126.870745618568
3565,북구,운암동,일신아파트2차(운암동),광주광역시 북구 북문대로 159 (운암동),5261272,관리사무소,35.1826564115673,126.87190781799
3566,북구,운암동,운암대주아파트,"광주광역시 북구 금호로40번길 11 (운암동', ' 운암동 대주APT)",5119147,정문경비실,35.1737235734096,126.889733918532
3567,북구,신용동,빛고을고등학교,광주광역시 북구 첨단연신로108번길 133 (신용동),062-712-8800,본관1층 행정실 앞,35.2088141630805,126.864959002929
3568,북구,대촌동,(재)광주테크노파크,광주광역시 북구 첨단과기로 333 (대촌동),6027114,본부동1층 중앙현관,35.2302985085744,126.861720463629
3569,북구,각화동,각화동금호타운아파트,광주광역시 북구 각화대로 33 (각화동) 각화금호타운아파트,2649044,관리사무소내 방송실,35.1831699808596,126.934964628293
3570,동구,계림동,두산위브아파트,광주광역시 동구 무등로 374 (계림동) 두산위브아파트,062-227-0336,관리사무소내,35.1587830407936,126.923997944069
3571,남구,행암동,고령친화종합체험관,광주광역시 남구 덕남길 37 (행암동),062-226-8899,체험관1층,35.097808238612,126.896007243335
3572,북구,운암동,운암한국아파트,"광주광역시 북구 금호로40번길 33 운암동', ' 한국아파트",5113945,102동 경비실,35.1753674081792,126.890462600061
3573,북구,운암동,운암우미1차아파트,"광주광역시 북구 북문대로 168 운암동', '우미1차아파트",062-523-6167,관리사무실 내,35.1835551988686,126.871695613156
3574,서구,화정동,광주보건환경연구원,광주광역시 서구 화정동 898,062-613-7512,1층 민원실,35.145735346377,126.873808195777
3575,서구,양동,양동주민센터,광주광역시 서구 양동 307-36,062-350-4443,민원실,35.1548927370246,126.900876276515
3576,서구,쌍촌동,5.18문화센터,광주광역시 서구 쌍촌동 1268,062-613-7916,1층 민주홀 앞,35.1583053630715,126.857555924845
3579,서구,농성동,광주광역시서구청,"광주광역시 서구 경열로 33', ' 서구청 1층 (농성동)",062-360-7230,구청 종합민원실,35.1520290256721,126.890112188537
3580,서구,치평동,광주광역시여성발전센터,광주광역시 서구 치평동 1162,062-613-7973,1층,35.1533933971202,126.841095657464
3581,서구,치평동,광주광역시전천후게이트볼장,광주광역시 서구 치평동 1154,062-717-7330,민원실,35.1524786875749,126.838024957529
3582,서구,치평동,광주광역시의회,광주광역시 서구 내방로 111 (치평동),062-613-5047,시의회 1층,35.1600994105234,126.851461925213
3584,서구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,지하철역,35.1454973036399,126.847766048602
3585,서구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,지하철역,35.1454973036399,126.847766048602
3586,서구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,지하철역,35.1454973036399,126.847766048602
3587,서구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,지하철역,35.1454973036399,126.847766048602
3588,서구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,지하철역,35.1454973036399,126.847766048602
3589,서구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,지하철역,35.1454973036399,126.847766048602
3590,서구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,지하철역,35.1454973036399,126.847766048602
3591,서구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,상무역 대합실,35.1454973036399,126.847766048602
3592,서구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3593,서구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3594,서구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3595,서구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3596,서구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3597,서구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3599,서구,광천동,광천동주민센타,광주광역시 서구 광천2길 9 (광천동),062-350-4282,주민센타,35.1644926014826,126.880161302938
3600,서구,금호동,금호1동주민센타,광주광역시 서구 금호동 747-8,062-350-4482,주민센터 내,35.1351807457171,126.857148319996
3601,서구,금호동,금호2동주민센타,광주광역시 서구 금호동 811-1,062-350-4502,주민센터 내,35.12899181712,126.857155946742
3602,서구,농성동,농성1동,광주광역시 서구 상무대로1189번길 23 (농성동),062-350-4242,주민센타내,35.1566623139159,126.889745969492
3603,서구,농성동,농성2동주민센타,광주광역시 서구 화정로 314 (농성동),062-350-4262,주민센타,35.1503790040099,126.890221188067
3604,서구,동천동,동천동주민센타,광주광역시 서구 동천동 601,062-350-4601,주민센터 내,35.1712900464126,126.864702734712
3605,서구,풍암동,벧엘타운,광주광역시 서구 풍암동 802-17,062-674-1831,사무실(1층),35.1149730761494,126.86946492054
3606,서구,쌍촌동,상무1동주민센타,광주광역시 서구 쌍촌동 333-7,062-350-4422,주민센타 내,35.153775780328,126.867419923255
3607,서구,쌍촌동,상무2동주민센타,광주광역시 서구 쌍촌동 1227-6,062-350-4443,주민센터 내,35.1465643432755,126.866422348707
3608,서구,치평동,상무시민공원,광주광역시 서구 치평동 1162,062-360-7513,관리과,35.1533933971202,126.841095657464
3609,서구,화정동,서구노인복지회관,"광주광역시 서구 군분2로 55', ' 서구노인복지회 (화정동)",062-365-9688,본관 3층 로비,35.1579717196824,126.880616140858
3610,서구,금호동,서구문화센터,광주광역시 서구 금호동 789,062-654-4315,민원실,35.1308257267828,126.860323375607
3612,서구,매월동,서부농수산물도매시장관리사무소,광주광역시 서구 매월동 954,062-613-5475,1층관리실,35.1162032593515,126.858692657615
3614,서구,양동,양3동주민센타,광주광역시 서구 상무대로1223번길 16,062-350-4342,주민센타 내,35.1575228532622,126.894000735493
3615,서구,유촌동,유덕동사무소,광주광역시 서구 유촌동 497-1,062-350-4309,민원실,35.1651109574324,126.851826011293
3616,서구,치평동,치평동주민센타,광주광역시 서구 상무공원로 62 (치평동),062-350-4322,주민센타 내,35.1499460946986,126.843339813032
3617,서구,풍암동,풍암동주민센타,광주광역시 서구 풍암동 1125,062-350-4522,주민센터 내,35.124751177001,126.878665611406
3618,서구,화정동,화정1동주민센타,광주광역시 서구 내방로338번길 11 (화정동),062-350-4342,주민센타내,35.1563454837227,126.877720616824
3619,서구,화정동,화정2동주민센타,광주광역시 서구 화정2동 1289,062-350-4362,주민센타 내,35.1423068715262,126.884601822508
3620,서구,화정동,화정3동주민센타,광주광역시 서구 화정3동 818-8,062-350-4382,주민센타 내,35.1434516942842,126.876910965854
3621,서구,화정동,화정4동주민센타,광주광역시 서구 화정4동 919-1,062-350-4402,주민센타 내,35.1418272695455,126.87376539657
3622,북구,중흥동,광주광역시북구청,광주광역시 북구 용봉로138번길 11 교통과 (중흥동),062-410-8908,교통과 민원실,35.1730090583274,126.911719576152
3623,북구,운암동,광주시립미술관,광주광역시 북구 운암동 164,062-613-7182,1층 매표소내,35.1814560887758,126.884278856104
3624,북구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3625,북구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3626,북구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3627,북구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3628,북구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3629,북구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3630,북구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
